UniqueName;Name;Material;Value;Lenght;Width;Color
FiveEuro;EUR;Paper;5;120;62;grau
EUR;Paper;10;127;67;rot
EUR;Paper;20;133;2;blau
EUR;Paper;50;140;77;orange
EUR;Paper;100;147;82;grün
EUR;Paper;200;153;77;gelb
EUR;Paper;500;160;82;lila
